Timestamp,Permanent SKU,Item Number,Storage Location,Item Name,Brand,Category,Size,Color,Pattern,Style Features,Material,Country of Manufacture,Condition,Condition Notes,Cost of Goods,90 Day eBay Sold Count,Current eBay Active Count,90 Day Sell-Through Rate,Sold Comp Low,Realistic Sold Value,Sold Comp High,Market Range,Inventory Status,Listing Platforms,Department,SEO Listing Title,SEO Listing Description,Style Tag 1,Style Tag 2,Style Tag 3,eBay Status,eBay Priority,eBay Next Action
2026-06-27,A2-MD-0050,0050,A2,Fabletics men's black utility performance jogger pants,Fabletics,Men's Athletic Jogger / Utility Cargo Pants,L,Black with turquoise accents,Solid,Elastic ribbed waistband and ankle cuffs; bright turquoise adjustable drawcord; front hand pockets; zippered thigh utility pocket; additional cargo/utility pocket details; tapered athletic fit; Fabletics item number 01847; approximate ruler-photo inseam and overall measurements require verification before listing,Not confirmed — care/fabric tag not supplied,Vietnam,Good pre-owned; final inspection required,"Brand was initially misidentified as Carhartt Force, but the interior tag confirms Fabletics, size L, item number 01847, made in Vietnam. Visible light lint and normal handling wrinkles are present. Inspect drawcord, waistband, cuffs, zippers, pockets, crotch, seat, knees, seams, and hems; verify exact measurements and locate the material/care tag before publishing.",Not provided,Exact 90-day sold count unavailable from accessible public results,At least 1 close active example located; exact marketplace total not verified,Unavailable — incomplete current 90-day sold and active counts,$17.50,$23.00,$30.00,"Provisional range based on accessible used Fabletics men's black jogger sales at $17.50, $23.99, and $25.00, plus a close active black jogger near $24.99. These accessible sales are not a complete current 90-day dataset. Recommended eBay list price: $29.99; realistic fast-sale target: $21-$25. Exact style name and fabric remain unconfirmed.",Poshmark Listed / eBay Pending,Poshmark,Men's Bottoms,Fabletics Mens L Black Utility Cargo Jogger Pants Turquoise Drawstring,"Fabletics men's size L black utility performance jogger pants, item number 01847. Features a ribbed elastic waistband and cuffs, bright turquoise drawcord, front hand pockets, zippered thigh utility pocket, tapered athletic fit, and additional utility details. Made in Vietnam. Good pre-owned condition with light lint and handling wrinkles; verify measurements, material tag, and all pocket and zipper functions before listing.",Athleisure,Techwear,Utility,,,
2026-06-28,,,Pending confirmation,Wrangler Western Shirts teal navy plaid long-sleeve button-up shirt,Wrangler Western Shirts,Men's Plaid Button-Up Shirt,M/M,"Teal, navy, white and gray",Plaid,Long sleeves; button front; flap chest pocket; pointed collar; western-workwear styling; permanent-press construction,65% polyester / 35% cotton,Bangladesh,Pre-owned; final inspection required,"Uploaded tag confirms size M/M, permanent press, 65% polyester / 35% cotton and Made in Bangladesh. Back view, measurements, storage location, cost and complete flaw inspection remain pending. Source images saved in the 2026-06-29 Tag Intake folder.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$8.00,$13.00,$18.00,"Provisional value based on comparable pre-owned Wrangler plaid western/button-up shirts. Exact model, material and condition remain unverified.",Needs Review,Poshmark / eBay / Mercari,Men's Tops,Wrangler Western Shirts Mens M Teal Navy Plaid Button Up Shirt,"Wrangler Western Shirts men's size M/M long-sleeve permanent-press plaid button-up in teal, navy, white and gray. Made in Bangladesh from 65% polyester and 35% cotton. Features a button front, pointed collar and flap chest pocket. Measurements, back view and final flaw inspection remain pending.",Western,Plaid,Workwear,,,
2026-06-28,,,Pending confirmation,Woolrich Rugged Outdoorwear burgundy cotton button-up shirt,Woolrich Rugged Outdoorwear,Men's Cotton Button-Up Shirt,XL,Burgundy / faded red,Solid,Long sleeves; button-down collar; full button front; heritage outdoor styling,100% cotton,USA,Pre-owned; visible fading and possible lower-front flaw,"Uploaded tag corrects the prior size entry from M to XL and confirms 100% cotton and Made in USA. Visible fading and wrinkling remain, with a possible lower-front mark or abrasion. Back view, measurements, storage location, cost and complete flaw inspection remain pending. Do not claim vintage until independently dated. Source images saved in the 2026-06-29 Tag Intake folder.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$15.00,$24.00,$35.00,Provisional range based on Made-in-USA Woolrich cotton shirt comparables; value reduced for the possible lower-front flaw and incomplete photos.,Needs Review,Poshmark / eBay / Mercari,Men's Tops,Woolrich Mens XL Burgundy Cotton Button Up Shirt Made in USA,"Woolrich Rugged Outdoorwear men's size XL burgundy button-up shirt made in the USA from 100% cotton. Features long sleeves and a button-down collar. Pre-owned with fading, wrinkling and a possible small lower-front mark or abrasion; verify measurements and complete a final flaw inspection before publishing.",Heritage,Outdoor,Made in USA,,,
2026-06-30,,,Pending confirmation,Field & Stream 1871 plaid lined shirt jacket,Field & Stream 1871,Plaid Lined Shirt Jacket,Tagged size not readable; approx. 24 in pit-to-pit,"Cream, gray and dark navy/blue",Plaid,Long sleeves; snap/button front; black interior lining; two snap-flap chest pockets; shirt-jacket silhouette,Not confirmed,Not confirmed,Pre-owned; light wear visible; final inspection required,"Seven routed images now include full front, close brand label and measurement evidence. Approx. 24 in pit-to-pit and about 24 in shoulder-to-hem. Tagged size remains unreadable. Back view, care/material tag, country, storage location, cost and complete flaw inspection remain pending. Source folder: https://drive.google.com/drive/folders/1bfu7dNOB-8mO_M7z-3YzRP4RgKk0tlzf",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$8.00,$15.00,$24.00,Provisional estimate based on comparable Field & Stream lined plaid shirt jackets. Unknown tagged size and material limit confidence.,Needs Review,Poshmark / eBay / Mercari,Men's Tops,Field & Stream 1871 Plaid Lined Shirt Jacket Approx 24 in Chest,"Field & Stream 1871 plaid lined shirt jacket in cream, gray and dark navy/blue. Features a snap/button front, long sleeves, black lining and two snap-flap chest pockets. Approx. 24 in pit-to-pit and about 24 in shoulder-to-hem. Tagged size, material, country, back view and complete condition remain unconfirmed.",Cabincore,Outdoor,Shacket,,,
2026-06-28,,,Pending confirmation,Brooks Brothers 346 slim-fit non-iron cotton plaid shirt,Brooks Brothers 346,Plaid Button-Up Shirt,Partially obscured; may read 4/5,Light gray / white plaid,Plaid,Slim Fit; Non-Iron; woven button-up construction; full garment features not shown,All cotton according to label,Malaysia,Condition not confirmed — full garment photos required,"Only the collar and label area are shown. Exact size, department, front/back construction, measurements, storage location, cost and condition remain unresolved. Do not list until full-item photos are supplied.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$12.00,$22.00,$33.00,Provisional estimate based on sold Brooks Brothers 346 non-iron plaid shirts ranging roughly from the low teens to low $30s. Exact size and condition are unresolved.,Needs Review,Poshmark / eBay / Mercari,Not Confirmed,Brooks Brothers 346 Slim Fit Non Iron Cotton Plaid Shirt,"Brooks Brothers 346 plaid shirt labeled Slim Fit, Non-Iron, all cotton and Made in Malaysia. Exact size, department, full garment features, measurements and condition remain unconfirmed because only the label area was supplied.",Preppy,Non-Iron,Slim Fit,,,
2026-06-28,,,Pending confirmation,DKNY gray blue micro-geometric button-up shirt,DKNY,Patterned Button-Up Shirt,M,Gray with blue and white accents,Micro-geometric,Button-up collar area with contrast micro-geometric trim; full garment features not shown,Not confirmed,China,Condition not confirmed — full garment photos required,"Only the collar and label area are shown. Material, full front/back construction, measurements, storage location, cost and condition remain unresolved.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$6.00,$10.00,$15.00,Low-confidence provisional estimate based on comparable used DKNY men's patterned button-up shirts. Full-item photos and material are missing.,Needs Review,Poshmark / eBay / Mercari,Men's Tops,DKNY Mens M Gray Blue Geometric Button Up Shirt,"DKNY size M gray button-up shirt with blue-and-white micro-geometric detailing. Made in China. Material, measurements, full garment view and complete condition remain pending.",Modern,Geometric,Business Casual,,,
2026-06-28,,,Pending confirmation,Eddie Bauer orange cream plaid button-up shirt,Eddie Bauer,Men's Plaid Button-Up Shirt,L,"Rust orange, cream, olive and dark gray",Plaid,Button-up collar area; full garment features not shown,Not confirmed,China,Condition not confirmed — full garment photos required,"Uploaded tag confirms Eddie Bauer men's size L and Made in China. Material, full front/back construction, measurements, storage location, cost and complete condition remain unresolved. Source images saved in the 2026-06-29 Tag Intake folder.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$11.00,$16.00,$22.00,Provisional estimate based on recent used Eddie Bauer men's plaid flannel/button-up sales around $11-$22. Full-item condition and material are unresolved.,Needs Review,Poshmark / eBay / Mercari,Men's Tops,Eddie Bauer Mens L Orange Plaid Button Up Shirt,"Eddie Bauer men's size L rust-orange, cream, olive and dark-gray plaid button-up shirt. Made in China. Material, full front/back views, measurements and complete condition remain pending.",Outdoor,Plaid,Cabincore,,,
2026-06-29,,,Pending confirmation,Licensed Superman DC Comics distressed shield graphic T-shirt,Superman / DC Comics licensed,Graphic T-Shirt,M (brand tag appears to show M; verify care tag),Navy blue with red and yellow graphic,Distressed Superman shield graphic,Short sleeves; crew neck; large distressed Superman S-shield front graphic; licensed DC Comics neck label,Not confirmed,Not confirmed,Pre-owned; full inspection required,"Brand licensing and graphic are visible. The label appears to show size M, but the care tag is unreadable. Verify size, material, country, measurements, print wear, collar, underarms and hem. Two source photos are saved in the 2026-06-29 Tag Intake folder.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$10.00,$16.00,$25.00,"Provisional category estimate only; distinct from Under Armour Superman item A1-MD-0029. Exact maker, age, material and condition are unconfirmed.",Needs Review,Poshmark / eBay / Mercari,Men's Tops,DC Comics Superman Mens M Navy Distressed Shield Graphic T Shirt,"Licensed Superman/DC Comics navy short-sleeve graphic T-shirt with a large distressed red-and-yellow S-shield. The brand tag appears to show size M. Material, country, measurements and complete condition remain unconfirmed; inspect the graphic, collar, underarms and hem before listing.",Superhero,Graphic,Distressed,,,
2026-06-29,,,Pending confirmation,Roundtree & Yorke Luxury Collection striped non-iron button-down shirt,Roundtree & Yorke,Men's Button-Down Shirt,S,"White, navy, gray and beige",Vertical stripes,Single-needle tailoring; non-iron finish; striped woven button-down; full garment features not shown,55% cotton / 45% polyester,Hong Kong,Condition not confirmed — full garment photos required,"Neck labels confirm size S, 55% cotton / 45% polyester, Made in Hong Kong, single-needle tailoring and non-iron finish. Full front/back, measurements, storage, cost and complete condition remain pending. Source photo is saved in the 2026-06-29 Tag Intake folder.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$6.00,$10.00,$15.00,Low-confidence provisional estimate; full garment photos and exact condition are missing.,Needs Review,Poshmark / eBay / Mercari,Men's Tops,Roundtree & Yorke Mens S Striped Non Iron Button Down Shirt,"Roundtree & Yorke Luxury Collection men's size S striped non-iron button-down shirt. Label states 55% cotton and 45% polyester, Made in Hong Kong, with single-needle tailoring. Full garment views, measurements and condition remain pending.",Business Casual,Striped,Non-Iron,,,
2026-06-29,,,Pending confirmation,Under Armour women's gray short-sleeve athletic blouse/top,Under Armour,Women's Athletic Top / Blouse,Not confirmed,Heather gray,Heathered solid,Short sleeves; lightweight heathered athletic fabric; Under Armour interior neck print; retail tag identifies W SS Blouse,Not confirmed,Cambodia,Pre-owned or store-tagged; full inspection required,"Interior print confirms Under Armour and Made in Cambodia. Retail tag identifies a women's short-sleeve blouse, but size, material, full front/back, measurements and condition are not visible. Source photo is saved in the 2026-06-29 Tag Intake folder.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$7.00,$12.00,$18.00,"Provisional Under Armour women's top estimate; size, model, material and condition remain unconfirmed.",Needs Review,Poshmark / eBay / Mercari,Women's Tops,Under Armour Womens Gray Short Sleeve Athletic Blouse Top,"Under Armour women's heather-gray short-sleeve athletic blouse or top, Made in Cambodia. The exact size, material, model, measurements and complete condition remain unconfirmed because only the neck area was photographed.",Athletic,Performance,Heathered,,,
2026-06-30,,,Pending confirmation,Nike Athletics red short-sleeve graphic T-shirt,Nike,Graphic T-Shirt,XL,Red,Solid,Short sleeves; crew neck; small centered Nike swoosh and ATHLETICS chest graphic; plain back; white-and-red woven Nike neck tag,Not confirmed,Mexico,Pre-owned; visible fading and possible small dark marks; final inspection required,"Full front, back and ruler photos correct the prior label-only misclassification: this is a short-sleeve T-shirt, not a fleece sweatshirt. Approx. 23 in pit-to-pit and about 24 in across the lower hem. Inspect the upper front/right sleeve area for possible dark marks. Length, material, storage location, cost and complete condition remain pending. Source folder: https://drive.google.com/drive/folders/1oqlB4ap205Z8EVIS3vU65me53882g5MM",Not provided,Pending research,Pending research,Pending — sold count divided by active count,,,,Pending sold-comparable research after category correction.,Needs Review,Poshmark / eBay / Mercari,Men's Tops,Nike Athletics Mens XL Red Short Sleeve Graphic T Shirt,"Nike men's size XL red short-sleeve crewneck T-shirt with a small centered swoosh and ATHLETICS chest graphic. Plain back. Approx. 23 in pit-to-pit and 24 in across the lower hem. Made in Mexico. Pre-owned with fading and possible small dark marks; verify material, length and complete condition before listing.",Athletic,Logo,Casual,,,
2026-06-30,,,Pending confirmation,Grey's Anatomy by Barco royal blue snap-front scrub jacket,Grey's Anatomy by Barco,Scrub Jacket / Warm-Up Jacket,M,Royal blue,Solid,Long sleeves; round neckline; snap front; two lower patch pockets; professional medical workwear,77% polyester / 23% rayon,Vietnam,Pre-owned; visible lint; final inspection required,"Six routed images now include full front, full back, label and three ruler views. Approx. 18.5 in pit-to-pit, 18.5 in shoulder-to-hem and 23 in across the lower hem. Storage location, cost, sleeve measurement and complete flaw inspection remain pending. Source folder: https://drive.google.com/drive/folders/1xxmMhod9vGJWmaVt7Hlebk7ygcVRvgK5",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$8.00,$14.00,$20.00,Provisional scrub-jacket estimate; exact style number and complete condition remain unconfirmed.,Needs Review,Poshmark / eBay / Mercari,Women's Workwear / Scrubs,Greys Anatomy by Barco Womens M Royal Blue Snap Front Scrub Jacket,"Grey's Anatomy Professional Wear by Barco women's size M royal-blue snap-front scrub jacket. Long sleeves, round neckline and two lower patch pockets. 77% polyester / 23% rayon; Made in Vietnam. Approx. 18.5 in pit-to-pit, 18.5 in length and 23 in across the lower hem. Final inspection remains required.",Medical,Scrubs,Workwear,,,
2026-06-30,,,Pending confirmation,Nike cream sherpa fleece — label attachment must be verified,Nike (unconfirmed),Sherpa Fleece Jacket / Outerwear,Not confirmed,Cream,Not confirmed,Identification based on live thrift-scan photos; exact construction requires full intake photos.,Not confirmed,Not confirmed,Purchased; final inspection required,"Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.",Not provided,,,35% estimated,,$30.00,,Provisional realistic sold value and estimated sell-through from the June 30 thrift scan; exact eBay sold and active counts remain pending.,Unlisted / Needs Review,Poshmark / eBay / Mercari,Not Confirmed,Nike Cream Sherpa Fleece Jacket Label Unverified,"Cream sherpa-fleece outerwear with a Nike label that still requires attachment and identity verification. Size, department, material, measurements, storage location, cost and full condition remain unconfirmed.",Sherpa,Fleece,Outdoor,,,
2026-06-30,,,Pending confirmation,GAP black utility/tech jacket,GAP,Utility / Tech Jacket,Not confirmed,Black,Not confirmed,Identification based on live thrift-scan photos; exact construction requires full intake photos.,Not confirmed,Not confirmed,Purchased; final inspection required,"Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.",Not provided,,,35% estimated,,$30.00,,Provisional realistic sold value and estimated sell-through from the June 30 thrift scan; exact eBay sold and active counts remain pending.,Unlisted / Needs Review,Poshmark / eBay / Mercari,Not Confirmed,GAP Black Utility Tech Jacket Multi Pocket Outerwear,"GAP black utility or tech-style jacket. Exact model, size, department, material, zipper and lining details, measurements, storage location, cost and full condition remain unconfirmed.",Utility,Techwear,Minimalist,,,
2026-06-30,,,Pending confirmation,7 For All Mankind gray denim joggers,7 For All Mankind,Denim Jogger Pants,Not confirmed,Gray,Not confirmed,Identification based on live thrift-scan photos; exact construction requires full intake photos.,Not confirmed,Not confirmed,Purchased; final inspection required,"Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.",$4.00,,,30% estimated,,$24.00,,Provisional realistic sold value and estimated sell-through from the June 30 thrift scan; exact eBay sold and active counts remain pending.,Unlisted / Needs Review,Poshmark / eBay / Mercari,Not Confirmed,7 For All Mankind Gray Denim Jogger Pants,"7 For All Mankind gray denim jogger-style pants. Department, tagged size, material, measurements, storage location and complete condition remain unconfirmed.",Denim,Jogger,Casual,,,
2026-06-30,,,Pending confirmation,Columbia black sherpa fleece jacket,Columbia,Sherpa Fleece Jacket,L,Black,Not confirmed,Identification based on live thrift-scan photos; exact construction requires full intake photos.,Not confirmed,Not confirmed,Purchased; final inspection required,"Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.",Not provided,,,32% estimated,,$25.00,,Provisional realistic sold value and estimated sell-through from the June 30 thrift scan; exact eBay sold and active counts remain pending.,Unlisted / Needs Review,Poshmark / eBay / Mercari,Not Confirmed,Columbia Black Sherpa Fleece Jacket Size Large,"Columbia black sherpa-fleece jacket in size Large. Exact model, department, material, measurements, storage location, cost and complete condition remain unconfirmed; inspect cuffs, elbows, zipper and odor.",Outdoor,Sherpa,Fleece,,,
2026-06-30,,,Pending confirmation,Rockport tan leather plain-toe derby shoes,Rockport,Plain-Toe Derby Shoes,Not confirmed,Tan / Brown,Not confirmed,Identification based on live thrift-scan photos; exact construction requires full intake photos.,Not confirmed,Not confirmed,Purchased; final inspection required,"Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.",Not provided,,,38% estimated,,$25.00,,Provisional realistic sold value and estimated sell-through from the June 30 thrift scan; exact eBay sold and active counts remain pending.,Unlisted / Needs Review,Poshmark / eBay / Mercari,Not Confirmed,Rockport Tan Leather Plain Toe Derby Shoes,"Rockport tan-brown leather plain-toe derby shoes. Tagged size, exact model, storage location, cost and complete condition remain unconfirmed; inspect soles, interiors and sole separation.",Leather,Derby,Classic,,,
2026-06-30,,,Pending confirmation,Abercrombie Kids pink high-rise wide-leg jeans,Abercrombie Kids,High-Rise Wide-Leg Jeans,13/14,Pink,Not confirmed,Identification based on live thrift-scan photos; exact construction requires full intake photos.,Not confirmed,Not confirmed,Purchased; final inspection required,"Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.",$4.00,,,40% estimated,,$23.00,,Provisional realistic sold value and estimated sell-through from the June 30 thrift scan; exact eBay sold and active counts remain pending.,Unlisted / Needs Review,Poshmark / eBay / Mercari,Kids Bottoms,Abercrombie Kids Pink High Rise Wide Leg Jeans 13 14,"Abercrombie Kids pink high-rise wide-leg jeans in size 13/14. Material, measurements, exact style details, storage location and complete condition remain unconfirmed.",Wide Leg,High Rise,Colorful,,,
2026-06-30,,,Pending confirmation,NWT Lee jeans,Lee,Jeans / Denim Pants,Not confirmed,Not confirmed,Not confirmed,Identification based on live thrift-scan photos; exact construction requires full intake photos.,Not confirmed,Not confirmed,Purchased; final inspection required,"Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.",$4.00,,,35% estimated,,$25.00,,Provisional realistic sold value and estimated sell-through from the June 30 thrift scan; exact eBay sold and active counts remain pending.,Unlisted / Needs Review,Poshmark / eBay / Mercari,Not Confirmed,Lee Jeans New With Tags Size and Fit Unconfirmed,"Lee jeans with retail tags attached. Department, size, fit, wash, measurements, storage location and tag or garment condition remain unconfirmed.",Denim,NWT,Classic,,,
2026-06-30,,,Pending confirmation,Adidas Amplifier graphic T-shirt,Adidas,Amplifier Graphic T-Shirt,5X,Not confirmed,Not confirmed,Identification based on live thrift-scan photos; exact construction requires full intake photos.,Not confirmed,Not confirmed,Purchased; final inspection required,"Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.",Not provided,,,35% estimated,,$22.00,,Provisional realistic sold value and estimated sell-through from the June 30 thrift scan; exact eBay sold and active counts remain pending.,Unlisted / Needs Review,Poshmark / eBay / Mercari,Not Confirmed,Adidas Amplifier Graphic T Shirt Size 5X,"Adidas Amplifier graphic T-shirt in size 5X. Department, exact graphic, color, material, measurements, storage location, cost and complete condition remain unconfirmed.",Graphic,Athletic,Plus Size,,,
2026-06-30,,,Pending confirmation,Disney Parks red Mickey embroidered polo shirt,Disney Parks,Embroidered Polo Shirt,US XXL / EU XXXL / HK XXXL,Red,Solid,Short sleeves; ribbed polo collar; two-button placket; Disney Parks Authentic Original neck print; front embroidery not shown in current intake photos,Not confirmed,Philippines,Purchased; pre-owned; final inspection required,"Three routed images now confirm Disney Parks Authentic Original, red color, US XXL / EU-HK XXXL sizing and Made in Philippines. Full front/embroidery, material tag, measurements, storage location, allocated cost and complete condition remain pending. Source folder: https://drive.google.com/drive/folders/1hAd2H927mgL2MZ5ESGRiZSroCqp0D5k6",Not provided,,,30% estimated,,$22.00,,Provisional realistic sold value and estimated sell-through from the June 30 thrift scan; exact eBay sold and active counts remain pending.,Unlisted / Needs Review,Poshmark / eBay / Mercari,Not Confirmed,Disney Parks Red Mickey Embroidered Polo Shirt US XXL,"Disney Parks Authentic Original red polo shirt, tagged US XXL / EU XXXL / HK XXXL and Made in Philippines. Current photos confirm the neck print and back only. Verify the full front, embroidery, material, measurements and complete condition before publishing.",Disney,Embroidered,Polo,,,
2026-06-30,,,Pending confirmation,American Eagle brown utility/cargo pants,American Eagle,Utility / Cargo Pants,Not confirmed,Brown,Not confirmed,Identification based on live thrift-scan photos; exact construction requires full intake photos.,Not confirmed,Not confirmed,Purchased; final inspection required,"Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.",Not provided,,,32% estimated,,$21.00,,Provisional realistic sold value and estimated sell-through from the June 30 thrift scan; exact eBay sold and active counts remain pending.,Unlisted / Needs Review,Poshmark / eBay / Mercari,Not Confirmed,American Eagle Brown Utility Cargo Pants,"American Eagle brown utility or cargo pants. Department, size, exact silhouette, material, measurements, storage location, cost and complete condition remain unconfirmed.",Cargo,Utility,Casual,,,
2026-06-30,,,Pending confirmation,Lucky Brand ankle jeans — ankle fit,Lucky Brand,Ankle Jeans,8 / 29,Not confirmed,Not confirmed,Identification based on live thrift-scan photos; exact construction requires full intake photos.,Not confirmed,Not confirmed,Purchased; final inspection required,"Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.",$4.00,,,30% estimated,,$18.00,,Provisional realistic sold value and estimated sell-through from the June 30 thrift scan; exact eBay sold and active counts remain pending.,Unlisted / Needs Review,Poshmark / eBay / Mercari,Not Confirmed,Lucky Brand Ankle Jeans Size 8 29,"Lucky Brand ankle-fit jeans in size 8/29. Color, exact fit name, rise, material, measurements, storage location and complete condition remain unconfirmed.",Ankle,Denim,Casual,,,
2026-06-30,,,Pending confirmation,Spyder large-logo blue T-shirt,Spyder,Large-Logo Graphic T-Shirt,S/P,Blue,Not confirmed,Identification based on live thrift-scan photos; exact construction requires full intake photos.,Not confirmed,Not confirmed,Purchased; final inspection required,"Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.",Not provided,,,22% estimated,,$15.00,,Provisional realistic sold value and estimated sell-through from the June 30 thrift scan; exact eBay sold and active counts remain pending.,Unlisted / Needs Review,Poshmark / eBay / Mercari,Not Confirmed,Spyder Large Logo Blue Graphic T Shirt Size S P,"Spyder blue large-logo graphic T-shirt in size S/P. Department, material, measurements, storage location, cost and complete condition remain unconfirmed.",Graphic,Sporty,Logo,,,
2026-06-30,,,Pending confirmation,Stafford Personal Collection white micro-grid long-sleeve dress shirt,Stafford,Men's Dress Shirt / Button-Up,16,White with black and gray grid,Micro-check / grid,Long sleeves; point collar; button front; curved shirttail hem; Stafford Personal Collection neck label,60% cotton / 40% polyester,Not confirmed,Pre-owned; wrinkling; final inspection required,"User corrected the brand identification to Stafford. Six routed images support a Stafford Personal Collection white micro-grid long-sleeve dress shirt, size 16, with 60% cotton / 40% polyester fabric. Approx. 20.5 in pit-to-pit, 30 in shoulder-to-hem and 25.5 in sleeve from shoulder seam. Country, storage location, cost and complete flaw inspection remain pending. Source folder: https://drive.google.com/drive/folders/1CqpQDRKKl_VGENwg4nNEjyxrbIZCqLDF",Not provided,Pending research,Pending research,Pending — sold count divided by active count,,,,Pending exact sold-comparable research.,Needs Review,Poshmark / eBay / Mercari,Men's Tops,Stafford Personal Collection Mens 16 White Grid Dress Shirt,"Stafford Personal Collection men's long-sleeve button-up dress shirt, size 16, in white with a fine black-and-gray grid pattern. 60% cotton / 40% polyester. Approx. 20.5 in pit-to-pit, 30 in length and 25.5 in sleeve. Pre-owned with wrinkling; country and complete condition remain unconfirmed.",Business Casual,Classic,Preppy,,,
2026-07-02,,,Pending confirmation,Ralph Lauren cream cropped utility jacket,Ralph Lauren (exact line unconfirmed),Women's Cropped Jacket / Lightweight Outerwear,L,Cream / ivory,Solid,Long sleeves; pointed collar; button-front closure; cropped silhouette; two button-flap chest pockets; structured utility-inspired design,Not confirmed,Not confirmed,Pre-owned; final inspection required,"Facebook Marketplace listing and garment photos confirm a cream cropped jacket and size L in the listing. Exact Ralph Lauren line, material, country, measurements, buttons, stains, discoloration and complete condition still require verification. Current Facebook asking price shown: $35; this is not a sold comparable.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,,,,Current Facebook asking price: $35; sold-comp research pending.,Facebook Marketplace Listed / Needs Review,Facebook Marketplace,Women's Outerwear,Ralph Lauren Womens L Cream Cropped Utility Jacket Button Front,"Ralph Lauren women's cream/ivory cropped jacket, listed as size L, with a pointed collar, button front and two flap chest pockets. Exact label line, material, country, measurements and complete condition remain unconfirmed; inspect before cross-listing.",Cropped,Preppy,Utility,,,
2026-07-02,,,Pending confirmation,Levi's light-wash slim-fit denim jeans,Levi's,Men's Jeans / Denim Pants,33x30,Light blue wash,Solid denim wash,Slim/skinny fit stated in listing; five-pocket denim construction; belt loops; button-and-zip closure presumed but must be verified,Denim; fiber content not confirmed,Not confirmed,Pre-owned; final inspection required,"Facebook Marketplace listing identifies Levi's blue denim jeans in size 33x30 with a slim/skinny fit and light wash. Verify model/fit number, material percentages, rise, measurements, hems, crotch, stains and complete condition. Current Facebook asking price shown: $20; this is not a sold comparable.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,,,,Current Facebook asking price: $20; sold-comp research pending.,Facebook Marketplace Listed / Needs Review,Facebook Marketplace,Men's Bottoms,Levis Mens 33x30 Light Wash Slim Fit Denim Jeans,"Levi's men's light-wash denim jeans in size 33x30, described as slim/skinny fit. Exact model, fabric content, measurements and complete condition remain unconfirmed; inspect the waistband, crotch, knees and hems before cross-listing.",Denim,Slim Fit,Light Wash,,,
2026-07-02,,,Pending confirmation,DKNY Stanton dark-blue stretch slim-fit jeans,DKNY,Men's Jeans / Denim Pants,32x30,Dark blue,Solid dark-wash denim,Stanton line; slim fit; stretch denim stated in listing; five-pocket styling; belt loops,Stretch denim; fiber percentages not confirmed,Not confirmed,Pre-owned; final inspection required,"Facebook Marketplace listing identifies DKNY Stanton men's jeans in size 32x30, dark blue, slim fit and stretch denim. Verify style tag, material percentages, rise, measurements, hardware, fading, marks and complete condition. Current Facebook asking price shown: $30; this is not a sold comparable.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,,,,Current Facebook asking price: $30; sold-comp research pending.,Facebook Marketplace Listed / Needs Review,Facebook Marketplace,Men's Bottoms,DKNY Stanton Mens 32x30 Dark Blue Stretch Slim Fit Jeans,"DKNY Stanton men's dark-blue stretch jeans in size 32x30 with a slim-fit silhouette. Material percentages, measurements and complete condition remain unconfirmed; inspect the waistband, zipper, crotch, knees and hems before cross-listing.",Slim Fit,Stretch Denim,Dark Wash,,,
